id	ids	emo_1	conv_1	emo_2	conv_2	emo_3	conv_3	emo_4	conv_4	emo_5	conv_5
hansard-5338	1,0	"0
2"	"0
2"	0	0	"1. 2
2. 0"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1"
hansard-5338	1,3	0	"0
1"	0	"0
1"	0	"0
2"	0	"0
2"	"0
2"	"0
1"
hansard-5338	2,3	"0
1"	0	"1. 0
2. 1"	"0
1"	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
1"	"0
1
2"
hansard-5697	0,2	"0
1
2"	0	"1. 0
2. 2"	"0
2"	0	0	0	0	"0
1
2"	0
hansard-5697	1,0	"0
2"	0	0	0	"0
2"	"0
1"	"1. 0
2. 2"	"0
1
2"	"1. 0
2. 1"	"0
1
2"
hansard-5697	1,3	"0
2"	"0
2"	"0
2"	"0
2"	"0
1"	0	"0
1"	"0
2"	"0
1"	0
hansard-5697	2,3	"0
2"	"0
1
2"	0	"0
2"	"0
1
2"	0	"0
2"	"0
1"	"1. 0
2. 2"	"0
1"
hansard-6014	0,2	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1"	0	"0
2"	"0
2"
hansard-6014	1,0	"0
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
2"	"0
1
2"	"0
1
2"
hansard-6014	1,3	"0
1
2"	"0
2"	"0
1"	"0
1"	"1. 0
2. 1"	"0
1"	0	"0
1
2"	"0
2"	0
hansard-6014	2,3	"1. 2
2. 0"	"0
1
2"	"0
2"	0	"0
2"	"0
1
2"	"1. 2
2. 0"	0	"0
2"	"0
2"
hansard-6157	0,2	"0
2"	"0
2"	0	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
1
2"
hansard-6157	1,0	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
2"	0	"0
1
2"
hansard-6157	1,3	"1. 1
2. 0"	"0
1"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1
2"	0
hansard-6157	2,3	"0
1"	"0
2"	0	"0
1"	"1. 1
2. 0"	"0
2"	"0
1
2"	0	"1. 2
2. 0"	"0
1
2"
hansard-6200	0,1	"0
2"	0	"0
1"	"0
1
2"	"1. 2
2. 0"	"0
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1"
hansard-6200	0,2	"0
2"	"0
2"	0	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
2"
hansard-6200	1,3	"0
1
2"	"0
2"	"1. 2
2. 0"	0	0	"0
1"	"0
2"	0	0	"0
1"
hansard-6200	2,3	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
1"	0	"0
1
2"
hansard-6204	0,1	"1. 2
2. 1"	0	"0
2"	"0
1
2"	"1: 1
2: 0"	"0
1
2"	"0
2"	"0
2"	"1. 1
2. 0"	0
hansard-6204	0,2	0	0	"0
1"	"0
1"	"0
1"	"0
2"	"1. 2
2. 0"	"0
2"	"1. 1
2. 0"	"0
1
2"
hansard-6204	1,3	"0
1
2"	0	"0
2"	"0
2"	"0
2"	"0
2"	"1. 0
2. 2"	"0
2"	0	0
hansard-6204	2,3	0	"0
2"	"0
2"	0	"0
1
2"	0	0	"0
1
2"	0	"0
1"
hansard-720	0,2	"0
1
2"	"0
2"	0	"0
2"	"0
1
2"	0	0	0	"1. 2
2. 1"	0
hansard-720	1,0	"0
1
2"	"0
1"	0	"0
1
2"	0	"0
2"	"0
1"	"0
1
2"	"0
1"	"0
1
2"
hansard-720	1,3	0	"0
2"	"0
2"	"0
1"	0	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"
hansard-720	2,3	"0
2"	"0
2"	0	0	"0
1
2"	"0
1
2"	0	"0
1"	"0
1
2"	"0
1
2"
hansard-774	0,1	"1. 0
2. 1"	"0
1"	0	"0
1"	"0
1"	0	"1. 0
2. 1"	0	"0
1"	"0
1"
hansard-774	0,2	0	"0
2"	"0
1
2"	0	"1. 2
2. 0"	0	"0
1"	"0
1
2"	0	"0
2"
hansard-774	1,3	"1. 2
2. 0"	"0
2"	"0
2"	"0
1"	"0
1"	"0
1"	"1. 1
2. 2"	"0
1
2"	"0
2"	"0
1"
hansard-774	2,3	"0
1"	0	"1. 0
2. 2"	"0
1
2"	"0
1
2"	0	"1. 0
2. 1"	"0
2"	"0
1"	"0
1"
hansard-775	0,1	"0
2"	"0
2"	"0
1"	0	"0
1"	"0
1
2"	0	"0
1"	0	"0
1"
hansard-775	0,2	"0
1"	"0
1
0"	"0
1"	0	"0
1
2"	0	0	"0
1"	"1. 1
2. 0"	"0
1"
hansard-775	1,3	"0
1"	"0
1
2"	0	0	0	"0
2"	"0
2"	"0
1
2"	"1. 2
2. 0"	"0
1"
hansard-775	2,3	"0
1"	"0
1
2"	"0
1"	"0
1"	"1. 1
2. 0"	"0
1
2"	"0
1
0"	"0
1"	"0
2"	"0
2"
hansard-778	0,1	"1. 2
2. 0"	0	"0
2"	"0
2"	"1. 0
2. 1"	"0
1
2"	"1. 1
2. 2"	"0
1"	"0
1"	"0
1
2"
hansard-778	0,2	"0
2"	0	"0
1"	"0
1
2"	0	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1"
hansard-778	1,3	"0
2"	"0
2"	"1. 0
2. 1"	"0
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"
hansard-778	2,3	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
2"
hansard-780	0,1	"0
1"	0	"0
2"	"0
1"	0	"0
1
2"	0	"0
2"	"0
1"	"0
1"
hansard-780	0,2	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"
hansard-780	1,3	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
2"	0	"0
1"	"0
1
2"
hansard-780	2,3	"1. 0
2. 2"	"0
1"	"0
2"	0	0	"0
1"	"0
1"	"0
1"	"0
2"	"0
2"
hansard-797	0,1	"1. 0
2. 1"	"0
2"	"0
1
2"	0	"0
1"	"0
1
2"	"0
2"	0	"0
2"	"0
2"
hansard-797	0,2	"1 (2)
2 (0)"	0	"0
2"	"0
1"	"1. 0
2. 1"	"0
2"	0	"0
1
2"	"0
2"	"0
2"
hansard-797	1,3	"0
1"	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
1"
hansard-797	2,3	"0
1"	"0
2"	"0
1"	"0
2"	0	"0
1
2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"
hansard-914	0,2	"0
1"	"0
1
2"	"0
2"	"Argument 1: 2
Argument 2"	0	"0
1
2"	"1. 0
2. 1"	"0
1
2"	"0
1"	0
hansard-914	1,0	0	"0
2"	0	"0
1"	"0
2"	"1. 0
2. 1"	"0
2"	"Argument 1: 2
Argument 2"	"0
1
2"	0
hansard-914	1,3	"0
1"	0	"1. 0
2. 2"	"0
1"	"0
1"	"0
1"	"0
1"	0	"0
1"	"0
2"
hansard-914	2,3	"1. 2
2. 0"	"0
1
0"	"0
1
2"	"0
1
2"	"0
1"	"0
2"	"1. 1
2. 0"	"0
1
2"	0	"0
1
2"
hansard-924	0,2	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1
0"	"0
2"	"0
1"	0	"0
1"	"0
2"
hansard-924	1,0	"0
2"	"0
2"	"0
2"	0	"0
1"	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard-924	1,3	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
2"	"0
1
2"	"0
2"	0	"0
1
2"	"0
1"
hansard-924	2,3	"0
1
2"	"0
1
2"	0	"0
2"	"1. 1
2. 0"	"0
2"	"1. 0
2. 1"	"0
1"	"1. 2
2. 0"	0
hansard-929	0,2	0	"0
1"	"0
1
2"	"0
1
2"	"1. 0
2. 1"	0	0	"0
1
2"	"1. 1
2. 2"	"0
1"
hansard-929	1,0	"0
1
2"	0	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1"	"1. 0
2. 2"	"0
1"
hansard-929	1,3	"0
2"	"0
2"	"1. 1
2. 2"	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"
hansard-929	2,3	"0
1
2"	0	0	"0
2"	"0
2"	"0
2"	"1. 1
2. 0"	"0
1"	0	"0
1
2"
hansard_bill-1	1,0	"1 (Argument 1)
2 (Argument"	"0
2"	0	"0
2"	"0
2"	"0
2"	0	"0
1
2"	0	0
hansard_bill-1	2,0	"1. 0
2. 2"	0	"0
1"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	"0
1"	0	"0
1"
hansard_bill-1	3,1	"0
1
2"	0	0	"0
2"	"0
2"	0	0	"0
1"	"0
2"	"0
1"
hansard_bill-1	3,2	0	"0
1"	0	0	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"
hansard_bill-1009	1,0	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
1"	0	"0
2"	"0
1"	"0
2"
hansard_bill-1009	2,0	"0
1
2"	0	"0
2"	"0
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	0	"0
1"
hansard_bill-1009	3,1	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"0
2"	0	"0
2"
hansard_bill-1009	3,2	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"1. 2
2. 1"	"0
1
2"	"0
1
2"	"0
1"	0	"0
2"
hansard_bill-1010	0,1	"0
1"	"0
2"	"0
1"	0	"0
1"	"0
2"	0	"Argument 1:
0
Argument 2:"	"0
1"	"0
1"
hansard_bill-1010	2,0	0	"0
1
2"	"1. 2
2. 0"	"0
2"	"0
1"	"0
1"	"0
1"	"0
2"	"0
2"	"0
1"
hansard_bill-1010	3,1	0	"0
1"	"1. 1
2. 0"	"0
2"	"0
1"	"0
2"	0	"0
1"	"0
2"	"Argument 1: 2
Argument 2"
hansard_bill-1010	3,2	0	"0
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	"1 (1)
2 (1)"	"0
2"	"0
2"	"0
1"
hansard_bill-1022	0,1	"0
1
2"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
1
2"
hansard_bill-1022	0,2	"0
1
2"	"0
1"	"0
1
2"	0	"0
1
2"	"0
1
2"	0	"0
1
2"	"0
2"	"0
2"
hansard_bill-1022	1,3	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"
hansard_bill-1022	3,2	"1. 0
2. 1"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"	"0
2"
hansard_bill-1023	0,1	"1
2"	0	"0
1"	"0
1"	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"	"0
2"
hansard_bill-1023	1,3	"0
2"	"0
2"	"0
1"	"0 (Both arguments are equally convincing.)
1 ("	"0
1"	"Argument 1: 0
Argument 2"	"0
1"	"0
1"	"1. 0
2. 1"	"0
1"
hansard_bill-1023	2,0	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
1"	"1. 0
2. 2"	"0
2"	"1. 2
2. 0"	"0
2"
hansard_bill-1023	3,2	0	0	"1. 0
2. 2"	"0
2"	"0
2"	0	0	"0
1"	0	"0
2"
hansard_bill-1035	0,1	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1"	0	"0
2"	"1 (2)
2 (1)"	"0
1"
hansard_bill-1035	1,3	"0
2"	"0
1"	0	"0
1"	"0
2"	"0
2"	0	0	"0
2"	"0
1"
hansard_bill-1035	2,0	"0
2"	"0
2"	"0
1"	"0
1"	"0
1"	"0
2"	"0
2"	"0
1"	"0
1"	0
hansard_bill-1035	3,2	"0
2"	0	"0
2"	"0
2"	"0
1
2"	"0
1
2"	0	"0
2"	"0
1
2"	"0
2"
hansard_bill-1036	0,1	"0
1"	"0
2"	"1. 2
2. 0"	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"1. 2
2. 0"	0
hansard_bill-1036	0,2	"0
1"	"0
1"	"0
2"	"0
1"	"0
2"	"0
1"	"1. 0
2. 2"	"0
2"	0	0
hansard_bill-1036	3,1	"0
1"	"0
2"	"0
1"	"0
1"	"1. 0
2. 1"	"0
2"	"0
1"	0	"1 (2)
2 (1)"	"0
1"
hansard_bill-1036	3,2	"1. 0
2. 2"	"0
1"	0	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	0
hansard_bill-1055	0,1	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
2"
hansard_bill-1055	0,2	"0
1"	"0
2"	"0
1
2"	"0
1"	0	0	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"
hansard_bill-1055	1,3	"1. 2
2. 0"	"0
1"	"0
2"	0	"0
2"	"0
1
2"	"0
1"	0	"0
2"	"0
1"
hansard_bill-1055	3,2	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"	0	0	"0
1"	"0
1"	"0
2"
hansard_bill-1076	0,2	"0
2"	"0
1
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"	"0
1"	0	"0
1
2"	0
hansard_bill-1076	1,0	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"
hansard_bill-1076	1,3	"0
1
2"	"0
1"	"0
2"	0	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
1"
hansard_bill-1076	2,3	0	"0
2"	"1. 2
2. 0"	"0
1
2"	0	"0
2"	0	0	"1. 1
2. 0"	0
hansard_bill-1089	1,0	"0
1
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
1
0"	"0
1
2"	"0
2"	"0
1"	"0
2"
hansard_bill-1089	1,3	"0
2"	"0
1
2"	"0
1"	"0
2"	"1. 2
2. 0"	"0
2"	"0
1"	"0
2"	"0
1"	"0
1
2"
hansard_bill-1089	2,0	"0
1"	"0
2"	0	"0
2"	"0
2"	0	"0
2"	"0
1"	"0
1"	"0
2"
hansard_bill-1089	3,2	"1. 0
2. 2"	"0
1"	0	"0
1"	0	0	"0
1
2"	0	"0
2"	"0
1
2"
hansard_bill-110	0,1	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
2"	0	"0
1
2"
hansard_bill-110	0,2	"0
2"	"0
2"	"0
2"	"0
1"	"0
1"	"0
1"	0	"0
2"	"0
2"	"0
1
2"
hansard_bill-110	2,3	"0
2"	0	"0
2"	"0
2"	"0
2"	0	"0
1"	"0
1"	"0
2"	"0
2"
hansard_bill-110	3,1	"0
1
2"	"0
2"	"0
2"	"0
1"	"1. 0
2. 2"	"0
2"	"1. 0
2. 1"	"0
1"	"0
1"	"0
2"
hansard_bill-1102	1,0	"0
2"	"0
2"	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
2"
hansard_bill-1102	1,3	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
1"
hansard_bill-1102	2,0	"0
1"	"0
1"	"0
1"	0	"0
1
0"	0	"0
1"	0	"0
1"	0
hansard_bill-1102	3,2	"0
1"	"0
2"	"0
1"	0	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
1"	"0
2"
hansard_bill-1123	0,1	"0
2"	"0
1
2"	"0
2"	"0
1"	"0
2"	"0
1"	"0
2"	0	"0
1"	"0
1"
hansard_bill-1123	1,3	"0
1
2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1"
hansard_bill-1123	2,0	"0
2"	"0
1"	"1. 1
2. 0"	"0
1
2"	"0
1"	"0
1
2"	"1. 2
2. 0"	"0
2"	0	0
hansard_bill-1123	3,2	"0
2"	"0
1"	"0
2"	"0
1"	0	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"
hansard_bill-1135	1,0	0	"0
1"	"1. 0
2. 1"	"0
1"	"0
2"	"0
1"	"1. 1
2. 0"	"0
2"	"0
1"	"0
2"
hansard_bill-1135	1,3	"0
1"	"0
2"	0	"0
1
2"	"0
1"	"0
1"	"0
1
2"	"0
1
2"	"0
1"	"0
2"
hansard_bill-1135	2,0	0	"0
2"	"1. 1
2. 2"	0	0	"0
2"	0	0	"0
1"	"0
2"
hansard_bill-1135	2,3	0	"0
1"	"0
2"	0	"0
2"	"0
2"	0	0	"0
2"	0
hansard_bill-1161	0,1	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"	"0
2"	"0
1"	"0
1"	"1. 1
2. 0"	0
hansard_bill-1161	1,3	"0
1"	"0
2"	"0
2"	"0
1"	0	"0
1"	"0
1"	0	"0
1
2"	"0
1"
hansard_bill-1161	2,0	"0
2"	"0
1
0"	0	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
2"	0	"0
2"
hansard_bill-1161	3,2	"0
1"	"0
2"	0	"0
2"	0	"0
1"	"0
1
2"	"0
2"	0	"0
2"
hansard_bill-1189	1,0	"0
1
2"	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
2"	"0
1"	"0
2"	"0
2"
hansard_bill-1189	1,3	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	"0
2"	0	"0
1"	"0
1"	0
hansard_bill-1189	2,0	"0
2"	"0
1"	"1. 0
2. 1"	"0
2"	"0
1"	"0
1"	"0
1
2"	0	"0
1
2"	"0
2"
hansard_bill-1189	2,3	0	"0
1"	"0
1"	"0
2"	"0
2"	"0
1"	"0
2"	"0
1
2"	0	"0
1"
hansard_bill-1202	0,1	"1. 0
2. 1"	"0
2"	"1. 1
2. 0"	0	"1. 0
2. 1"	0	"0
1"	"0
1"	0	"0
2"
hansard_bill-1202	0,2	"1. 2
2. 0"	0	"0
2"	"0
2"	0	"0
2"	"0
1"	"0
1
2"	"1. 2
2. 0"	"0
1"
hansard_bill-1202	3,1	"1. 2
2. 1"	"0
1
2"	"1. 0
2. 1"	0	"0
2"	"0
1"	"1. 0
2. 2"	"0
1"	0	"0
1
2"
hansard_bill-1202	3,2	"0
1"	0	"0
2"	"0
2"	"0
2"	"0
2"	0	"0
1"	0	"0
1"
hansard_bill-1215	0,1	"0
2"	0	"0
2"	"0
1"	"1. 1
2. 2"	0	0	"0
2"	0	0
hansard_bill-1215	2,0	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
1"	0	"0
1"	"0
2"	"0
2"
hansard_bill-1215	2,3	"0
1"	"0
1"	0	"0
1
2"	"0
1"	"0
1"	"0
2"	0	"0
1
2"	"0
2"
hansard_bill-1215	3,1	"1. 1
2. 2"	"0
1"	0	"0
2"	0	"0
1"	"0
1"	"0
1"	"0
2"	"1 (Argument 1 is more convincing)
2"
hansard_bill-1228	0,2	0	"0
1
2"	0	"0
1"	0	0	0	"0
1"	"1. 0
2. 1"	0
hansard_bill-1228	1,0	"Argument 1: 2
Argument 2"	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	"0
1
2"	0	0	"0
1
2"
hansard_bill-1228	2,3	"1. 0
2. 2"	"0
1
2"	"1. 1
2. 0"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
1"	0
hansard_bill-1228	3,1	"1. 0
2. 1"	"0
2"	0	"0
2"	0	"0
2"	"0
2"	"0
2"	"0
2"	"0
1
2"
hansard_bill-1241	1,0	"0
1"	"0
1
2"	"0
1"	"0
2"	"1. 0
2. 2"	"0
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard_bill-1241	1,3	0	"0
2"	0	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1"	"0
2"	"0
1"
hansard_bill-1241	2,0	"0
2"	"0
1"	"1. 2
2. 0"	"0
1"	0	"0
1"	"0
1
2"	"0
1
0"	"0
1
2"	0
hansard_bill-1241	2,3	"1. 0
2. 2"	"0
1
2"	"1. 1
2. 0"	"0
1"	"0
2"	"0
1"	"1. 0
2. 1"	"0
1"	"0
1"	0
hansard_bill-125	0,2	0	0	0	"0
1"	"0
2"	"0
1"	"0
2"	"0
2"	0	0
hansard_bill-125	1,0	"0
2"	"0
1"	"0
1"	"0
1
2"	0	"0
1
2"	"0
1
2"	0	"0
1"	"0
1
2"
hansard_bill-125	1,3	"0
2"	"0
2"	"0
1
2"	0	"0
1"	"0
1
2"	"0
2"	"0
2"	0	"0
1
2"
hansard_bill-125	2,3	"1. 2
2. 0"	"0
1"	"1. 1
2. 0"	"0
1"	0	0	"0
2"	"0
2"	"0
1"	0
hansard_bill-1254	0,2	"0
1"	0	0	"0
1"	"0
1"	0	"1. 0
2. 2"	"0
1"	"0
1
2"	"0
1"
hansard_bill-1254	1,0	0	"0
1
2"	"0
1
2"	0	"0
2"	"0
2"	0	"0
2"	"1. 2
2. 0"	"0
1
2"
hansard_bill-1254	1,3	"0
2"	"0
1
2"	"1. 0
2. 1"	"0
2"	"0
2"	"0
2"	"0
2"	"0
1"	0	"0
1
2"
hansard_bill-1254	2,3	0	"0
1"	"0
1
2"	"0
1"	"1 (2)
2 (1)"	"0
2"	"0
1"	"0
2"	"1. 2
2. 0"	"0
1
2"
hansard_bill-126	0,2	"0
2"	0	0	0	0	0	0	0	"0
1
2"	0
hansard_bill-126	1,0	"0
1
2"	"0
2"	0	0	"0
1
2"	"0
1"	"0
1"	"0
1"	"0
2"	"0
1"
hansard_bill-126	1,3	"0
2"	"0
2"	"0
2"	"0
1"	"0
1"	0	"0
1
2"	"0
2"	"0
1"	"0
1"
hansard_bill-126	2,3	"0
2"	"0
1
2"	"0
1"	"0
2"	0	"0
2"	"0
1
2"	0	0	0
hansard_bill-1266	0,2	0	"0
1"	"0
1"	"0
1"	0	"0
1
2"	"0
1"	"0
2"	"1. 2
2. 0"	"0
1
2"
hansard_bill-1266	1,0	"0
1"	0	"0
1"	"0
1"	"0
1
2"	"0
1"	"1. 0
2. 1"	"0
1"	"1. 0
2. 1"	"0
2"
hansard_bill-1266	3,1	"0
2"	"0
2"	0	"0
2"	"0
1"	"0
2"	"0
1"	"0
1"	"1. 0
2. 1"	"0
1"
hansard_bill-1266	3,2	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
2"	0	"0
2"	0	0	"0
2"
hansard_bill-13	0,1	"0
1"	"0
2"	0	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
2"	"1. 0
2. 2"	"0
2"
hansard_bill-13	0,2	0	"0
1
2"	0	"0
2"	"0
2"	0	"0
1
2"	0	"0
2"	0
hansard_bill-13	2,3	"0
1
2"	0	"1 (2)
2 (1)"	"0
1"	0	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
2"
hansard_bill-13	3,1	"0
1"	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
2"	"0
2"	"0
2"
hansard_bill-130	1,0	"0
1
2"	"0
2"	"0
2"	0	"1. 1
2. 2"	"0
2"	"0
1
2"	"0
1"	"0
1
2"	"0
2"
hansard_bill-130	2,0	"0
1"	"0
2"	"0
1"	0	"0
1"	0	"0
1"	"0
1"	0	0
hansard_bill-130	3,1	"0
2"	"0
2"	"0
1
2"	"0
1"	0	"0
2"	0	"0
2"	"0
2"	"0
2"
hansard_bill-130	3,2	0	0	"1. 2
2. 0"	0	"1. 1
2. 2"	"0
2"	"0
1"	0	0	"0
2"
hansard_bill-223	0,1	"0
1"	"0
1"	0	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"
hansard_bill-223	0,2	"0
1
2"	0	"1 (2)
2 (2)"	"0
1
2"	"0
1"	"0
1
2"	"0
1"	"Argument 1: 2
Argument 2"	"0
2"	"0
2"
hansard_bill-223	2,3	"1. 0
2. 2"	"0
1"	"0
1
2"	"0
1"	"Argument 1: 2
Argument 2"	"0
1
2"	"1. 0
2. 2"	"0
1"	"0
2"	"0
1
2"
hansard_bill-223	3,1	0	"0
1
2"	"0
1"	"0
1"	"1 (2)
2 (0)"	"0
1"	"1. 1
2. 2"	"0
1
2"	"1. 1
2. 0"	"Argument 1: 2
Argument 2"
hansard_bill-226	0,1	"0
1"	"0
1"	"0
2"	"0
2"	"1 (1)
2 (1)"	"0
2"	"1. 0
2. 1"	0	"0
1
2"	"0
2"
hansard_bill-226	0,2	"0
1
2"	0	"1 (2)
2 (1)"	"0
1"	"1. 1
2. 0"	"0
2"	"0
2"	"0
2"	"0
2"	"0
2"
hansard_bill-226	3,1	"0
1"	"0
1"	0	"0
2"	"0
1"	"0
1
2"	"0
2"	"0
2"	"0
1"	"0
1"
hansard_bill-226	3,2	"0
1"	"0
2"	"1. 0
2. 2"	0	"0
2"	"0
2"	"1. 1
2. 0"	"0
1"	"0
2"	0
hansard_bill-238	0,1	"0
1"	"0
1
2"	"0
1"	"0
1
2"	"0
1"	"0
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1"
hansard_bill-238	0,2	"0
1
2"	"0
1
2"	"0
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
1"	"0
2"	0
hansard_bill-238	3,1	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
1"	"Argument 1: 1
Argument 2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard_bill-238	3,2	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"	"0
2"	"0
2"	"0
1"	"0
1
2"	"0
1
2"	"0
2"
hansard_bill-25	0,1	"1. 0
2. 1"	"0
1"	"1. 0
2. 1"	"0
1
2"	"0
1
2"	0	"0
1
2"	"0
1
2"	"0
1
2"	"0
1
2"
hansard_bill-25	0,2	"1. 1
2. 2"	0	"0
2"	"0
2"	0	"0
1
2"	"1 (1)
2 (2)"	0	"0
2"	"0
2"
hansard_bill-25	1,3	"0
2"	"0
1
2"	0	0	0	"0
2"	0	"0
1
2"	"1. 0
2. 2"	"0
1"
hansard_bill-25	3,2	0	"0
1
2"	"0
2"	"0
1
2"	"0
2"	"0
2"	"0
1
2"	0	"0
1"	0
hansard_bill-281	0,1	"0
2"	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1"	"1. 1
2. 2"	"0
1
2"	"0
2"	"0
2"
hansard_bill-281	2,0	"0
1"	"0
2"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"	"0
1"
hansard_bill-281	3,1	"1. 0
2. 1"	0	"1. 1
2. 0"	"0
1"	"1. 1
2. 0"	0	"0
1
2"	"0
2"	"0
2"	"0
2"
hansard_bill-281	3,2	"0
2"	"0
2"	0	"0
1"	"0
1
2"	"0
1
2"	"1. 1
2. 0"	"0
1
2"	0	"0
1
2"
hansard_bill-282	1,0	"0
1"	"0
1"	"0
1"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1
2"	"0
1"	"0
2"
hansard_bill-282	1,3	"0
1"	"0
1"	"0
2"	"0
2"	"0
1
2"	"0
1"	"0
1"	"0
1
2"	"0
1
2"	"0
1
2"
hansard_bill-282	2,0	"1. 1
2. 2"	"0
1
2"	"0
1
2"	"0
1"	"0
1
2"	"0
2"	"0
1"	"0
1"	"1. 1
2. 2"	"0
1
2"
hansard_bill-282	2,3	"0
1"	"0
1"	"0
2"	"0
1
2"	"0
1"	0	0	"0
1
2"	"0
1"	"0
2"
